"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","Soil"
"16","ENSMUSG00000027360",2218.44474966227,1.15494682568613,0.284729408915716,4.05629622203167,4.9857021244427e-05,0.0164443133117595,"Hdc","15186","histidine decarboxylase","Pine"
"17","ENSMUSG00000027408",485.026242175293,1.47289502456856,0.297003387410188,4.95918594535879,7.07891860209017e-07,0.00083290556272193,"Cpxm1","56264","carboxypeptidase X 1 (M14 family)","Pine"
"18","ENSMUSG00000027442",18.9699484321762,-3.03279021914569,0.862632595668503,-3.51573802610068,0.000438533466500674,0.0511559369908082,"Cst8","13012","cystatin 8 (cystatin-related epididymal spermatogenic)","Pine"
"19","ENSMUSG00000027490",413.091821986885,1.1017760245295,0.190527379568823,5.78277005133278,7.34804750302832e-09,3.24214225952367e-05,"E2f1","13555","E2F transcription factor 1","Pine"
"20","ENSMUSG00000037813",46.9793219560698,1.57104176052946,0.408355149806708,3.84724365854844,0.000119454155499318,0.027379823252045,"D630003M21Rik","228846","RIKEN cDNA D630003M21 gene","Pine"
"21","ENSMUSG00000001986",704.042455409898,-1.1743341136123,0.273443906459019,-4.2946069957068,1.7500306665146e-05,0.00909132251943998,"Gria3","53623","glutamate receptor, ionotropic, AMPA3 (alpha 3)","Pine"
"22","ENSMUSG00000037010",908.867903774018,1.3601746548643,0.398530795579122,3.41297252295841,0.000642584206855327,0.0610958538060882,"Apln","30878","apelin","Pine"
"23","ENSMUSG00000078122",225.817582315459,-1.44582051220857,0.433835237649744,-3.33264886467301,0.000860234359850243,0.0685445504510201,"F630028O10Rik","100038363","RIKEN cDNA F630028O10 gene","Pine"
"24","ENSMUSG00000067276",32.5378155521289,1.8939988891784,0.496389893897434,3.81554683619273,0.000135881678339864,0.0282138322472972,"Capn6","12338","calpain 6","Pine"
"25","ENSMUSG00000025271",74.1920438877654,-1.02449511011075,0.285077795841202,-3.59373870942031,0.000325966733400332,0.0435832339225943,"Pfkfb1","18639","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","Pine"
"26","ENSMUSG00000097365",38.0560013915528,-1.96800127039492,0.564015439636545,-3.48926843503276,0.000484344499450433,0.0538629622735457,"C030034L19Rik","320088","RIKEN cDNA C030034L19 gene","Pine"
"27","ENSMUSG00000019528",3607.75618330736,1.15514636187607,0.202466063313888,5.70538263533686,1.16082020262823e-08,3.41455262603094e-05,"Gyg","27357","glycogenin","Pine"
"28","ENSMUSG00000036334",332.002494019933,1.20935570066522,0.313519099330507,3.8573589400062,0.00011461878586347,0.0269720926893918,"Igsf10","242050","immunoglobulin superfamily, member 10","Pine"
"29","ENSMUSG00000049404",44.0498256902863,-1.46339378015417,0.465108781514429,-3.14634734564514,0.00165323538601426,0.0994642402564021,"Rarres1","109222","retinoic acid receptor responder (tazarotene induced) 1","Pine"
"30","ENSMUSG00000089417",320.10891797059,-1.50097605937369,0.442549976155881,-3.39165323747526,0.000694723028797263,0.0613781581392026,"Gm22009","115489854","predicted gene, 22009","Pine"
"31","ENSMUSG00000028068",170.400950563559,2.05589882642884,0.524459899982021,3.92003054284859,8.85377470899014e-05,0.0229794514469069,"Iqgap3","404710","IQ motif containing GTPase activating protein 3","Pine"
"32","ENSMUSG00000074480",85.5361549828152,1.19193121462616,0.272314220947256,4.37704358766127,1.20299923695602e-05,0.00786360501223585,"Mex3a","72640","mex3 RNA binding family member A","Pine"
"33","ENSMUSG00000056054",1400.30965822766,-2.67468900324375,0.585474700520244,-4.56841089950951,4.91435896631643e-06,0.00413016768554851,"S100a8","20201","S100 calcium binding protein A8 (calgranulin A)","Pine"
"34","ENSMUSG00000056071",2392.33881454686,-2.3578031482593,0.559610292532825,-4.213294822702,2.5167220803257e-05,0.0113891353835047,"S100a9","20202","S100 calcium binding protein A9 (calgranulin B)","Pine"
"35","ENSMUSG00000106099",132.031697017008,-1.13672624078595,0.315820217324608,-3.59928268815544,0.000319096163664947,0.0433209860963281,NA,NA,NA,"Pine"
"36","ENSMUSG00000104869",22.6640369389851,-1.83538254764741,0.572035810463638,-3.20850987661039,0.00133424726466807,0.0875395166324415,NA,NA,NA,"Pine"
"37","ENSMUSG00000104554",89.8124177473442,-2.00376682335958,0.619974530368006,-3.23201474449311,0.00122920713347081,0.0837616860950821,"Gm4610","100043726","predicted gene 4610","Pine"
"38","ENSMUSG00000028194",692.446591193297,1.10906812669838,0.352719769461712,3.14433219433925,0.00166466352423342,0.0994642402564021,"Ddah1","69219","dimethylarginine dimethylaminohydrolase 1","Pine"
"39","ENSMUSG00000035615",31.3095502349982,1.4512095810269,0.386955265893237,3.75032906627324,0.000176602658830177,0.0331580885712106,"Frmpd1","666060","FERM and PDZ domain containing 1","Pine"
"40","ENSMUSG00000028339",277.144138948321,1.72243099977491,0.411364545307334,4.18711583052949,2.82521661866145e-05,0.0118719638339895,"Col15a1","12819","collagen, type XV, alpha 1","Pine"
"41","ENSMUSG00000086782",208.927260260907,-1.10950514294805,0.221419579607621,-5.01087187011287,5.41839838729157e-07,0.00077773494200623,"E130102H24Rik","77866","RIKEN cDNA E130102H24 gene","Pine"
"42","ENSMUSG00000050493",63.0880536414035,2.26030261886249,0.367635399878617,6.14821809762819,7.83582411131214e-10,1.23999398283603e-05,"Fam167b","230766","family with sequence similarity 167, member B","Pine"
"43","ENSMUSG00000028862",725.655781891834,-2.3215219345596,0.649217484293619,-3.57587709931369,0.000349055618146995,0.0458482486789259,"Map3k6","53608","mitogen-activated protein kinase kinase kinase 6","Pine"
"44","ENSMUSG00000029005",37.9593665428421,2.15731336488686,0.6677640553794,3.23065212556425,0.00123508160030087,0.0838382890911926,"Draxin","70433","dorsal inhibitory axon guidance protein","Pine"
"45","ENSMUSG00000028989",187.501877027889,-1.91737666079938,0.53696802257163,-3.57074645081609,0.0003559653468623,0.0458482486789259,"Angptl7","654812","angiopoietin-like 7","Pine"
"46","ENSMUSG00000005045",66.2968374006694,-1.25044312668025,0.389240600637273,-3.21251977474344,0.00131576090256099,0.087143567099922,"Chd5","269610","chromodomain helicase DNA binding protein 5","Pine"
"47","ENSMUSG00000006642",60.7912058343844,-2.36574846718246,0.583535565843896,-4.05416328610779,5.03140641869235e-05,0.0164443133117595,"Tcf23","69852","transcription factor 23","Pine"
"48","ENSMUSG00000037379",393.545986486442,2.80652593250666,0.491830525316407,5.70628659272653,1.1546751759199e-08,3.41455262603094e-05,"Spon2","100689","spondin 2, extracellular matrix protein","Pine"
"49","ENSMUSG00000107134",161.207166288516,-1.53922722870901,0.369317953377074,-4.16775630492422,3.0761254183423e-05,0.0125494032854733,NA,NA,NA,"Pine"
"50","ENSMUSG00000048373",823.763889135663,-1.21932074259711,0.338325817480522,-3.60398373283264,0.000313376678389665,0.0429185027663105,"Fgfbp1","14181","fibroblast growth factor binding protein 1","Pine"
"51","ENSMUSG00000106957",4188.15409975004,1.10564898812788,0.292524964762686,3.77967394688808,0.000157033857630026,0.030758050676594,NA,NA,NA,"Pine"
"52","ENSMUSG00000091623",92.8231308209293,1.06688116401816,0.335856223869267,3.1766008434414,0.00149011972883637,0.0922776248920462,NA,NA,NA,"Pine"
"53","ENSMUSG00000090086",1218.57943411043,-1.03102932716435,0.308130551105833,-3.34607952202126,0.00081962885807619,0.0666628162809433,NA,NA,NA,"Pine"
"54","ENSMUSG00000029727",38.4314102684225,-2.36512384277886,0.511553985342498,-4.6234100613943,3.77482451176911e-06,0.00333109389041065,"Cyp3a13","13113","cytochrome P450, family 3, subfamily a, polypeptide 13","Pine"
"55","ENSMUSG00000068794",26.5028817405344,1.60234646178823,0.49207509041347,3.2563047652785,0.00112872525505252,0.0793660240096493,"Col28a1","213945","collagen, type XXVIII, alpha 1","Pine"
"56","ENSMUSG00000046178",12.2594868083847,-3.00467954881426,0.866800990729772,-3.46640068591128,0.000527476561987698,0.056080926762174,"Nxph1","18231","neurexophilin 1","Pine"
"57","ENSMUSG00000079652",84.2879624384445,-1.70008934032819,0.480195043582229,-3.54041417763419,0.000399499543201733,0.0486259823308096,"Fam71f2","245884","family with sequence similarity 71, member F2","Pine"
"58","ENSMUSG00000049001",3880.25538748414,1.25139337351521,0.304706556059082,4.10688036942852,4.0103880155056e-05,0.0141558676171317,"Ndnf","68169","neuron-derived neurotrophic factor","Pine"
"59","ENSMUSG00000033420",3619.89575644093,1.01407614106871,0.236927734078449,4.28010737119084,1.86803169154721e-05,0.0094196832354619,"Antxr1","69538","anthrax toxin receptor 1","Pine"
"60","ENSMUSG00000030093",434.201782790165,1.06844205961772,0.265475620903572,4.02463343331178,5.70641317351041e-05,0.0176688572104009,"Wnt7a","22421","wingless-type MMTV integration site family, member 7A","Pine"
"61","ENSMUSG00000097462",290.728287766088,-1.45934320036816,0.437976159081535,-3.33201515678044,0.000862195603157486,0.0685445504510201,"9530026P05Rik","330385","RIKEN cDNA 9530026P05 gene","Pine"
"62","ENSMUSG00000108154",16.1174455644406,-1.67967810997063,0.529207813560344,-3.17394805392287,0.00150380601623952,0.092799553778361,NA,NA,NA,"Pine"
"63","ENSMUSG00000030319",110.226110683463,1.39206650443833,0.308036856046128,4.51915566957309,6.20867334795044e-06,0.00470316792577328,"Cand2","67088","cullin-associated and neddylation-dissociated 2 (putative)","Pine"
"64","ENSMUSG00000098470",191.240586057679,1.16957404155253,0.329638414406375,3.54805141160123,0.000388092460358749,0.0477217619834118,"C1rb","667277","complement component 1, r subcomponent B","Pine"
"65","ENSMUSG00000030158",129.737473934968,-1.99540460620297,0.578934799275272,-3.44668278483325,0.000567514513415393,0.0577936600207938,"Clec12b","71183","C-type lectin domain family 12, member B","Pine"
"66","ENSMUSG00000030256",460.144579408959,-1.29473949980768,0.279847278656197,-4.62659314046186,3.71729736823858e-06,0.00333109389041065,"Bhlhe41","79362","basic helix-loop-helix family, member e41","Pine"
"67","ENSMUSG00000004328",189.617259238467,-2.34505324398607,0.732431791509587,-3.20173601305969,0.00136602121302988,0.0889392692009604,"Hif3a","53417","hypoxia inducible factor 3, alpha subunit","Pine"
"68","ENSMUSG00000074210",42.6156640570732,-1.23161150732642,0.344910306950599,-3.57081676745258,0.000355869789024132,0.0458482486789259,NA,NA,NA,"Pine"
"69","ENSMUSG00000104420",21.6976731910658,-2.00267775535401,0.612954526384698,-3.26725339180725,0.00108596433045122,0.0785499363448098,NA,NA,NA,"Pine"
"70","ENSMUSG00000004609",597.70820749912,-1.52064177601392,0.349908884205845,-4.34582214014134,1.38754969586476e-05,0.00826822234554489,"Cd33","12489","CD33 antigen","Pine"
"71","ENSMUSG00000054046",154.014770436605,1.65250780029751,0.453875583257949,3.64088279090868,0.000271704816270439,0.0396307297715453,"Klk13","626834","kallikrein related-peptidase 13","Pine"
"72","ENSMUSG00000025586",488.253861768544,-1.01862198820383,0.266404413404994,-3.82359276704361,0.000131521075449392,0.0281872384636722,"Cpeb1","12877","cytoplasmic polyadenylation element binding protein 1","Pine"
"73","ENSMUSG00000108825",71.5100121175361,-1.27048010513859,0.29339741638597,-4.33023617177069,1.48949506013416e-05,0.00848003171493799,NA,NA,NA,"Pine"
"74","ENSMUSG00000108878",51.7388188504541,-1.18812207789691,0.346179834773693,-3.43209499384509,0.000598937727595024,0.0584633663227233,NA,NA,NA,"Pine"
"75","ENSMUSG00000030747",226.655115581168,-1.16389506732515,0.365107591967083,-3.18781392918852,0.00143352752242703,0.0906821764993357,"Dgat2","67800","diacylglycerol O-acyltransferase 2","Pine"
"76","ENSMUSG00000030669",96.3372161496897,-1.75522879865008,0.516630966391572,-3.39745178441304,0.000680165727836435,0.0613781581392026,"Calca","12310","calcitonin/calcitonin-related polypeptide, alpha","Pine"
"77","ENSMUSG00000030935",33.8218425222454,-1.96990946929277,0.518168761419977,-3.80167546938661,0.000143720899733934,0.0286888716379098,"Acsm3","20216","acyl-CoA synthetase medium-chain family member 3","Pine"
"78","ENSMUSG00000030711",1262.63403092812,-1.43084473116506,0.415453411719833,-3.4440557973561,0.000573057425556061,0.0577936600207938,"Sult1a1","20887","sulfotransferase family 1A, phenol-preferring, member 1","Pine"
"79","ENSMUSG00000078566",1055.19373424729,-1.24023755019885,0.223477685930856,-5.54971537776965,2.86135048962667e-08,7.0924525627734e-05,"Bnip3","12176","BCL2/adenovirus E1B interacting protein 3","Pine"
"80","ENSMUSG00000110275",78.4375960656002,-1.03505696466771,0.309411259192305,-3.34524660598857,0.000822094398713882,0.0666628162809433,"Gm5905","546015","ribosomal protein S9 pseudogene","Pine"
"81","ENSMUSG00000058454",427.038286734271,1.05951679728008,0.226720490952267,4.67322910615588,2.96500700087735e-06,0.00307820050344026,"Dhcr7","13360","7-dehydrocholesterol reductase","Pine"
"82","ENSMUSG00000037990",268.316358249425,1.20700125360775,0.31461228865945,3.83647205501962,0.000124814391046689,0.027627242742354,"Sh3rf3","237353","SH3 domain containing ring finger 3","Pine"
"83","ENSMUSG00000020108",1075.82585881986,1.17226314937621,0.352902212306641,3.32177897586434,0.000894455163028199,0.0695429038426638,"Ddit4","74747","DNA-damage-inducible transcript 4","Pine"
"84","ENSMUSG00000109864",32.1860220649212,-1.52980995908804,0.462623859007192,-3.30681163390722,0.000943643230461439,0.0720967938286318,"Eid3","66341","EP300 interacting inhibitor of differentiation 3","Pine"
"85","ENSMUSG00000020053",1452.43887983896,1.49377616549123,0.423490533588984,3.52729529236894,0.000419828259399654,0.0497285164439227,"Igf1","16000","insulin-like growth factor 1","Pine"
"86","ENSMUSG00000035948",321.590726384554,-1.86829975590536,0.372200645113132,-5.01960375522048,5.1778173106713e-07,0.00077773494200623,"Acss3","380660","acyl-CoA synthetase short-chain family member 3","Pine"
"87","ENSMUSG00000031553",58.2602058392412,-1.35908553945044,0.36040312152744,-3.77101489490557,0.000162584967188424,0.0308544310312741,"Adam3","11497","a disintegrin and metallopeptidase domain 3 (cyritestin)","Pine"
"88","ENSMUSG00000096917",55.1271582852274,-1.154764191709,0.334678301942821,-3.45037065446295,0.000559817358369986,0.0577882134469938,"2500002B13Rik","78353","RIKEN cDNA 2500002B13 gene","Pine"
"89","ENSMUSG00000015568",5076.9260807213,-1.03153513468398,0.290430350155597,-3.55174703377706,0.000382682578763731,0.0475631326239513,"Lpl","16956","lipoprotein lipase","Pine"
"90","ENSMUSG00000103593",90.2104197670734,-1.35784808105626,0.398637977554998,-3.40621856799613,0.000658694227572471,0.0610958538060882,NA,NA,NA,"Pine"
"91","ENSMUSG00000031778",1035.08098775651,1.14157435232462,0.262853318993709,4.34300908466726,1.40544319999063e-05,0.00826822234554489,"Cx3cl1","20312","chemokine (C-X3-C motif) ligand 1","Pine"
"92","ENSMUSG00000031673",2044.26990234559,1.04081421720312,0.264665826354009,3.93255990598106,8.40460254650681e-05,0.0221392284094476,"Cdh11","12552","cadherin 11","Pine"
"93","ENSMUSG00000021750",441.31412312563,-1.84657954662634,0.538312296224718,-3.43031277490174,0.000602885867229624,0.0584633663227233,"Fam107a","268709","family with sequence similarity 107, member A","Pine"
"94","ENSMUSG00000021903",884.033979237285,-1.37303214435578,0.428985041239759,-3.20065273229048,0.00137116678152804,0.0889392692009604,"Galnt15","78754","polypeptide N-acetylgalactosaminyltransferase 15","Pine"
"95","ENSMUSG00000041479",657.38496275248,1.47097571742255,0.266032324001064,5.52931198472208,3.214891523723e-08,7.0924525627734e-05,"Syt15","319508","synaptotagmin XV","Pine"
"96","ENSMUSG00000115801",49.5940246260082,-2.82466933207408,0.63968192197639,-4.4157404407285,1.00664816533506e-05,0.00710653338799936,NA,NA,NA,"Pine"
"97","ENSMUSG00000049092",101.524445285006,-1.26239791296362,0.371865549626652,-3.39476973392952,0.000686863430268493,0.0613781581392026,"Gpr137c","70713","G protein-coupled receptor 137C","Pine"
"98","ENSMUSG00000022219",25.7025080489328,1.76833478642927,0.460332000403873,3.84143354117858,0.00012231785535313,0.027627242742354,"Cideb","12684","cell death-inducing DNA fragmentation factor, alpha subunit-like effector B","Pine"
"99","ENSMUSG00000014813",181.799460762406,1.028863008033,0.279040570989403,3.68714486350473,0.000226784267692135,0.0363865049136226,"Stc1","20855","stanniocalcin 1","Pine"
"100","ENSMUSG00000004098",212.228839741649,1.16076795461565,0.343406656143686,3.38015566631872,0.000724447863879279,0.0626753938706147,"Col5a3","53867","collagen, type V, alpha 3","Pine"
"101","ENSMUSG00000032024",732.971434182053,1.07138827307226,0.275740489029758,3.8854949334504,0.000102121622935223,0.0246896510025172,"Clmp","71566","CXADR-like membrane protein","Pine"
"102","ENSMUSG00000065037",473.048600283313,-2.13766792780837,0.613021183142422,-3.48710287114455,0.00048828350115712,0.0538629622735457,"Rn7sk","19817","RNA, 7SK, nuclear","Pine"
"103","ENSMUSG00000041794",350.947413199767,-2.12060642566105,0.662965579008005,-3.1986674614904,0.00138064321854582,0.0889392692009604,"Myrip","245049","myosin VIIA and Rab interacting protein","Pine"
"104","ENSMUSG00000111465",32.1839387490228,-1.30426921329883,0.397772280897899,-3.27893439521396,0.00104199856773816,0.0766259696750448,NA,NA,NA,"Pine"
"105","ENSMUSG00000041046",118.077615297602,-2.17267592093541,0.510536370761263,-4.25567314175036,2.08421002393897e-05,0.00994168181418888,"Ramp3","56089","receptor (calcitonin) activity modifying protein 3","Pine"
"106","ENSMUSG00000060180",25.4073973752571,1.92036230845967,0.555546659350328,3.45670750807034,0.000546818019700508,0.0574451858910373,"Myh13","544791","myosin, heavy polypeptide 13, skeletal muscle","Pine"
"107","ENSMUSG00000003949",493.006894323586,-1.43178506329057,0.455853757099363,-3.1408868326569,0.00168437103708077,0.0997565920585186,"Hlf","217082","hepatic leukemia factor","Pine"
"108","ENSMUSG00000001506",8181.35761909716,1.45511723612299,0.403592759645374,3.60540966443889,0.000311660892609125,0.0429185027663105,"Col1a1","12842","collagen, type I, alpha 1","Pine"
"109","ENSMUSG00000013415",115.063251942305,-1.09602716013548,0.314309814454598,-3.48709174747644,0.00048830381119425,0.0538629622735457,"Igf2bp1","140486","insulin-like growth factor 2 mRNA binding protein 1","Pine"
"110","ENSMUSG00000020914",1132.71698875697,1.44911727547437,0.451163228942404,3.21195785142181,0.00131833715313497,0.087143567099922,"Top2a","21973","topoisomerase (DNA) II alpha","Pine"
"111","ENSMUSG00000033987",13.8272356721496,-2.26524391826927,0.656530056302546,-3.45032782052158,0.000559906198619521,0.0577882134469938,"Dnah17","69926","dynein, axonemal, heavy chain 17","Pine"
"112","ENSMUSG00000043993",258.370302255212,-1.33658607200691,0.416106856809196,-3.21212219922584,0.0013175831863516,0.087143567099922,NA,NA,NA,"Pine"
"113","ENSMUSG00000025140",36.6214157958163,1.49678030085191,0.439558938556975,3.40518681241173,0.000661188060341258,0.0610958538060882,"Pycr1","209027","pyrroline-5-carboxylate reductase 1","Pine"
"114","ENSMUSG00000113998",16.2911256827508,-2.05736130281023,0.538759528082512,-3.81870054369626,0.000134156497872314,0.0281872384636722,"Gm40909","105245459","predicted gene, 40909","Pine"
"115","ENSMUSG00000048368",67.1115989566165,-2.10904324285606,0.660242245668332,-3.19434761512599,0.00140147251981081,0.08956242121145,"Omd","27047","osteomodulin","Pine"
"116","ENSMUSG00000042743",277.331313730802,-1.00405306444077,0.317459582892295,-3.16277447129836,0.00156273344684098,0.0951058020803326,"Sgtb","218544","small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta","Pine"
"117","ENSMUSG00000020627",269.488526708231,-1.66794132432663,0.445580082092865,-3.74330314876823,0.000181616894920002,0.033740595562559,"Klhl29","208439","kelch-like 29","Pine"
"118","ENSMUSG00000062563",529.199331994742,-1.25777850080124,0.340663381109036,-3.6921447110239,0.000222370868642038,0.0363460370736681,"Cys1","12879","cystin 1","Pine"
"119","ENSMUSG00000090582",60.3449791190342,-1.03470020316955,0.32843854512938,-3.15036166891422,0.00163068458377924,0.098561480202465,NA,NA,NA,"Pine"
"120","ENSMUSG00000092515",28.384064651953,-1.47835817642089,0.442543711687238,-3.34059243726346,0.000835998459826871,0.0673723142350888,"C87198","97836","expressed sequence C87198","Pine"
"121","ENSMUSG00000052392",12.7607487042367,-2.17293141907949,0.679329951071254,-3.19863921155388,0.00138077850082515,0.0889392692009604,"Acot4","171282","acyl-CoA thioesterase 4","Pine"
"122","ENSMUSG00000064373",22151.3910916505,-1.53567509840015,0.412050078047084,-3.72691374232593,0.000193838759153994,0.0342106026030884,"Selenop","20363","selenoprotein P","Pine"
"123","ENSMUSG00000022389",7338.52876575503,-1.46365198476095,0.450338200326647,-3.25011732004814,0.00115357407950492,0.0797689570528538,"Tef","21685","thyrotroph embryonic factor","Pine"
"124","ENSMUSG00000023755",150.050999038999,-1.17959088981226,0.325850820082638,-3.62003351568399,0.00029456485852708,0.0422664649442637,"Rhebl1","69159","Ras homolog enriched in brain like 1","Pine"
"125","ENSMUSG00000058057",13.8370448982562,-2.44861633536319,0.621367953400485,-3.94068654806374,8.12487373634508e-05,0.0220609071650391,"Mettl7a3","668178","methyltransferase like 7A3","Pine"
"126","ENSMUSG00000096959",23.8673222334919,-1.53249207813407,0.451430979026663,-3.39474282743799,0.000686930931537805,0.0613781581392026,"4930509G22Rik","105246071","RIKEN cDNA 4930509G22 gene","Pine"
"127","ENSMUSG00000035638",290.936553060659,1.23877484354731,0.295513712535381,4.19193692542776,2.76582901179619e-05,0.0118719638339895,"Muc20","224116","mucin 20","Pine"
"128","ENSMUSG00000079597",43.8067023694054,-2.46595773836523,0.644216464550216,-3.82784028981148,0.000129272590499417,0.0281670611077063,"Cstdc4","433016","cystatin domain containing 4","Pine"
"129","ENSMUSG00000022651",227.505711722718,-2.61123417459311,0.706537503615896,-3.69581821379532,0.000219179763951625,0.0363460370736681,"Retnlg","245195","resistin like gamma","Pine"
"130","ENSMUSG00000022860",13.7200313701352,3.5228477395508,1.0340577150323,3.40681926002626,0.000657246340032516,0.0610958538060882,"Chodl","246048","chondrolectin","Pine"
"131","ENSMUSG00000067929",42.9341971181365,-1.08624567980801,0.323223381724827,-3.36066553728707,0.000777549206308297,0.0653135278704756,NA,NA,NA,"Pine"
"132","ENSMUSG00000061126",166.181039393759,1.1935309413233,0.347600813451117,3.43362528261501,0.000595566904115649,0.0584633663227233,"Cyp4f39","320997","cytochrome P450, family 4, subfamily f, polypeptide 39","Pine"
"133","ENSMUSG00000032796",34.7619816543095,3.00736994553307,0.832349960217915,3.61310757406142,0.000302549108388135,0.0427175137115376,"Lama1","16772","laminin, alpha 1","Pine"
"134","ENSMUSG00000024302",1518.23688597132,-1.09905005079516,0.299216845040022,-3.67308882843196,0.000239636133855568,0.0375424122089056,"Dtna","13527","dystrobrevin alpha","Pine"
"135","ENSMUSG00000033022",4217.88197740491,-1.19658929194965,0.348090895666092,-3.43757710083138,0.000586943594451385,0.0583895579280576,"Cdo1","12583","cysteine dioxygenase 1, cytosolic","Pine"
"136","ENSMUSG00000050875",28.454500235384,1.40961566913678,0.443528079760301,3.1781881090789,0.00148198567144454,0.0920970602652278,"Minar2","225583","membrane integral NOTCH2 associated receptor 2","Pine"
"137","ENSMUSG00000065592",20.3749559724329,-2.41057302813009,0.561325074635928,-4.29443318507297,1.75140215117547e-05,0.00909132251943998,"Mir145a","387163","microRNA 145a","Pine"
"138","ENSMUSG00000097324",173.529253616202,-1.76153025159426,0.426965589115387,-4.12569606661723,3.6961513480358e-05,0.0140992890815453,NA,NA,NA,"Pine"
"139","ENSMUSG00000054589",24.2045251947794,-1.63367816441082,0.427758794820044,-3.81915739476053,0.000133908303487846,0.0281872384636722,"Gm9949","225609","predicted gene 9949","Pine"
"140","ENSMUSG00000044646",93.069352871976,-1.14660925430925,0.320340446664656,-3.57934586858326,0.000344455335573926,0.0457089640416859,"Zbtb7c","207259","zinc finger and BTB domain containing 7C","Pine"
"141","ENSMUSG00000024682",14.0112772462936,2.67206802550562,0.717745950353368,3.7228604692093,0.000196978390841161,0.0342697511229217,"Cblif","14603","cobalamin binding intrinsic factor","Pine"
"142","ENSMUSG00000118155",138.272498656133,-1.78171665046217,0.522281183113464,-3.41141267973865,0.000646271973933542,0.0610958538060882,NA,NA,NA,"Pine"
"143","ENSMUSG00000048572",1323.61287910663,1.58338683172409,0.317576810542599,4.98583895032756,6.16935191120586e-07,0.00077773494200623,"Tmem252","226040","transmembrane protein 252","Pine"
"144","ENSMUSG00000037071",18435.7790724794,1.2930147285433,0.33583257517725,3.85017661809863,0.000118032679153977,0.027379823252045,"Scd1","20249","stearoyl-Coenzyme A desaturase 1","Pine"
"145","ENSMUSG00000051951",26.8949392894932,-2.44242479639677,0.707303611313081,-3.4531490541417,0.00055408274978562,0.011934828333694,"Xkr4","497097","X-linked Kx blood group related 4","River"
"146","ENSMUSG00000025911",222.299267237991,-1.23485490176819,0.318790986173668,-3.87355651610389,0.000107258518851075,0.00505474237461528,"Adhfe1","76187","alcohol dehydrogenase, iron containing, 1","River"
